id_origin;origin;id_destination;destination;distance; duree
1654;0 BOUL. PIE-IX & JARRY;2492;501 MONTEE LABOSSIERE;49269;2439
2492;501 MONTEE LABOSSIERE;1655;0 BOUL. PIE-IX & 56  IEME RUE;49940;2595
1655;0 BOUL. PIE-IX & 56  IEME RUE;2492;501 MONTEE LABOSSIERE;49269;2439
2492;501 MONTEE LABOSSIERE;1656;2372 ROSEMONT;49334;2507
1656;2372 ROSEMONT;2492;501 MONTEE LABOSSIERE;47632;2533
2492;501 MONTEE LABOSSIERE;1657;1199 BOUL SHEVCHENKO;43306;2517
1657;1199 BOUL SHEVCHENKO;2492;501 MONTEE LABOSSIERE;40757;2374
2492;501 MONTEE LABOSSIERE;1658;BOUL PIE-IX &  ROBERT;48662;2325
1658;BOUL PIE-IX &  ROBERT;2492;501 MONTEE LABOSSIERE;48017;2214
2492;501 MONTEE LABOSSIERE;1659;LAURENTIEN & SALLABERY;302811;11120
1659;LAURENTIEN & SALLABERY;2492;501 MONTEE LABOSSIERE;302983;11093
2492;501 MONTEE LABOSSIERE;1660;5700 CH QUEEN MARY;41319;2032
1660;5700 CH QUEEN MARY;2492;501 MONTEE LABOSSIERE;41252;2018
2492;501 MONTEE LABOSSIERE;1661;150 STINSON;39980;1702
1661;150 STINSON;2492;501 MONTEE LABOSSIERE;39574;1680
2492;501 MONTEE LABOSSIERE;1662;CH. CANORA & PALMERSTON;42486;2035
1662;CH. CANORA & PALMERSTON;2492;501 MONTEE LABOSSIERE;40811;1909
2492;501 MONTEE LABOSSIERE;1663;2103 ARMAND-FRAPPIER;75620;3467
1663;2103 ARMAND-FRAPPIER;2492;501 MONTEE LABOSSIERE;69609;3030
2492;501 MONTEE LABOSSIERE;1664;DE BELLECHASSE & DE NORMANVILLE;326992;11978
1664;DE BELLECHASSE & DE NORMANVILLE;2492;501 MONTEE LABOSSIERE;326770;11957
2492;501 MONTEE LABOSSIERE;1665;580 DESLAURIERS;43548;2000
1665;580 DESLAURIERS;2492;501 MONTEE LABOSSIERE;41127;1824
2492;501 MONTEE LABOSSIERE;1666;RUE DE BELLECHASSE & NORMANVILLE;143872;5433
1666;RUE DE BELLECHASSE & NORMANVILLE;2492;501 MONTEE LABOSSIERE;136153;5458
2492;501 MONTEE LABOSSIERE;1667;RUE DE BELLECHASSE & DE LA ROCHE;143872;5433
1667;RUE DE BELLECHASSE & DE LA ROCHE;2492;501 MONTEE LABOSSIERE;136153;5458
2492;501 MONTEE LABOSSIERE;1668;1340 BOUL NOBERT;59181;2847
1668;1340 BOUL NOBERT;2492;501 MONTEE LABOSSIERE;59040;2782
2492;501 MONTEE LABOSSIERE;1669;BOUL PIE-IX & ST-JOSEPH OUEST;48662;2325
1669;BOUL PIE-IX & ST-JOSEPH OUEST;2492;501 MONTEE LABOSSIERE;48017;2214
2492;501 MONTEE LABOSSIERE;1670;BOUL PIE-IX & ST-JOSEPH;48662;2325
1670;BOUL PIE-IX & ST-JOSEPH;2492;501 MONTEE LABOSSIERE;48017;2214
2492;501 MONTEE LABOSSIERE;1671;BOUL PIE-IX & RUE MASSON OUEST;48662;2325
1671;BOUL PIE-IX & RUE MASSON OUEST;2492;501 MONTEE LABOSSIERE;48017;2214
2492;501 MONTEE LABOSSIERE;1672;BOUL PIE-IX & MASSON;48662;2325
1672;BOUL PIE-IX & MASSON;2492;501 MONTEE LABOSSIERE;48017;2214
2492;501 MONTEE LABOSSIERE;1673;*WL*BOUL PIE-IX & BOUL ROSEMONT;50794;2749
1673;*WL*BOUL PIE-IX & BOUL ROSEMONT;2492;501 MONTEE LABOSSIERE;49778;2498
2492;501 MONTEE LABOSSIERE;1674;BOUL PIE-IX &  BELLECHASSE;48662;2325
1674;BOUL PIE-IX &  BELLECHASSE;2492;501 MONTEE LABOSSIERE;48017;2214
2492;501 MONTEE LABOSSIERE;1675;BOUL PIE-IX & BELLECHASSE;48662;2325
1675;BOUL PIE-IX & BELLECHASSE;2492;501 MONTEE LABOSSIERE;48017;2214
2492;501 MONTEE LABOSSIERE;1676;BOUL PIE-IX & ST-ZOTIQUE;48662;2325
1676;BOUL PIE-IX & ST-ZOTIQUE;2492;501 MONTEE LABOSSIERE;48017;2214
2492;501 MONTEE LABOSSIERE;1677;DANDURAND & PIE-IX;2397805;80828
1677;DANDURAND & PIE-IX;2492;501 MONTEE LABOSSIERE;2398533;80815
2492;501 MONTEE LABOSSIERE;1678;BOUL PIE-IX & RUE ST-ZOTIQUE E;48662;2325
1678;BOUL PIE-IX & RUE ST-ZOTIQUE E;2492;501 MONTEE LABOSSIERE;48017;2214
2492;501 MONTEE LABOSSIERE;1679;ST-ZOTIQUE &  PIE-IX;26569;1157
1679;ST-ZOTIQUE &  PIE-IX;2492;501 MONTEE LABOSSIERE;26276;1180
2492;501 MONTEE LABOSSIERE;1680;1001 RUE MARC CANTIN PORTE #6;52361;2432
1680;1001 RUE MARC CANTIN PORTE #6;2492;501 MONTEE LABOSSIERE;50548;2268
2492;501 MONTEE LABOSSIERE;1681;BELLECHASSE & BOUL PIE-IX;326992;11978
1681;BELLECHASSE & BOUL PIE-IX;2492;501 MONTEE LABOSSIERE;326770;11957
2492;501 MONTEE LABOSSIERE;1682;BOUL PIE-IX & BELLECHASSE EST;48662;2325
1682;BOUL PIE-IX & BELLECHASSE EST;2492;501 MONTEE LABOSSIERE;48017;2214
2492;501 MONTEE LABOSSIERE;1683;BOUL PIE-IX & BOUL ST-ZOTIQUE;48662;2325
1683;BOUL PIE-IX & BOUL ST-ZOTIQUE;2492;501 MONTEE LABOSSIERE;48017;2214
2492;501 MONTEE LABOSSIERE;1684;10155 BLVD PIE-IX;50306;2632
1684;10155 BLVD PIE-IX;2492;501 MONTEE LABOSSIERE;49848;2688
2492;501 MONTEE LABOSSIERE;1685;*WL*2700 BOUL PIE-IX;51217;2640
1685;*WL*2700 BOUL PIE-IX;2492;501 MONTEE LABOSSIERE;55928;2730
2492;501 MONTEE LABOSSIERE;1686;MONT-ROYAL& RUE DROLET;49729;2611
1686;MONT-ROYAL& RUE DROLET;2492;501 MONTEE LABOSSIERE;50073;2565
2492;501 MONTEE LABOSSIERE;1687;BERRI & ROY;4548221;149903
1687;BERRI & ROY;2492;501 MONTEE LABOSSIERE;4552732;150030
2492;501 MONTEE LABOSSIERE;1688;TURGEON & TOULOUSE;287189;10872
1688;TURGEON & TOULOUSE;2492;501 MONTEE LABOSSIERE;287572;10924
2492;501 MONTEE LABOSSIERE;1689;350 PLACE DATURA;13290;1177
1689;350 PLACE DATURA;2492;501 MONTEE LABOSSIERE;13256;1127
2492;501 MONTEE LABOSSIERE;1690;12421 BOULEVARD LACORDAIRE;53668;2816
1690;12421 BOULEVARD LACORDAIRE;2492;501 MONTEE LABOSSIERE;59625;2711
2492;501 MONTEE LABOSSIERE;1691;1555 BOULEVARD INDUSTRIEL;61228;2349
1691;1555 BOULEVARD INDUSTRIEL;2492;501 MONTEE LABOSSIERE;60254;2382
2492;501 MONTEE LABOSSIERE;1692;1550 RUE INDUSTRIEL;61228;2349
1692;1550 RUE INDUSTRIEL;2492;501 MONTEE LABOSSIERE;60254;2382
2492;501 MONTEE LABOSSIERE;1693;449 COTE ST AMBROISE;103322;4107
1693;449 COTE ST AMBROISE;2492;501 MONTEE LABOSSIERE;101917;4086
2492;501 MONTEE LABOSSIERE;1694;78  DES SAULES;73963;3419
1694;78  DES SAULES;2492;501 MONTEE LABOSSIERE;72023;3251
2492;501 MONTEE LABOSSIERE;1695;17 MALO;85622;3493
1695;17 MALO;2492;501 MONTEE LABOSSIERE;88278;3566
2492;501 MONTEE LABOSSIERE;1696;*WL*9055 ST-HUBERT;44528;2022
1696;*WL*9055 ST-HUBERT;2492;501 MONTEE LABOSSIERE;43609;2074
2492;501 MONTEE LABOSSIERE;1697;181 SANFORD;60393;2714
1697;181 SANFORD;2492;501 MONTEE LABOSSIERE;60315;2661
2492;501 MONTEE LABOSSIERE;1698;NOTRE-DAME EST & RUE BOSSUET;57809;2651
1698;NOTRE-DAME EST & RUE BOSSUET;2492;501 MONTEE LABOSSIERE;57350;2633
2492;501 MONTEE LABOSSIERE;1699;1552 RUE BASSIN;48477;2382
1699;1552 RUE BASSIN;2492;501 MONTEE LABOSSIERE;48845;2344
2492;501 MONTEE LABOSSIERE;1700;CIMENTIER DE LA RIVE;61458;2392
1700;CIMENTIER DE LA RIVE;2492;501 MONTEE LABOSSIERE;60609;2482
2492;501 MONTEE LABOSSIERE;1701;PLACE SOULANGE COIN BOUL ROME;56228;2483
1701;PLACE SOULANGE COIN BOUL ROME;2492;501 MONTEE LABOSSIERE;55995;2439
2492;501 MONTEE LABOSSIERE;1702;140 DESLAURIERS;42793;1907
1702;140 DESLAURIERS;2492;501 MONTEE LABOSSIERE;40716;1787
2492;501 MONTEE LABOSSIERE;1703;64 - FIFTH AVENUE;24857;1508
1703;64 - FIFTH AVENUE;2492;501 MONTEE LABOSSIERE;25588;1469
2492;501 MONTEE LABOSSIERE;1704;374 ST-CHARLES;5396;596
1704;374 ST-CHARLES;2492;501 MONTEE LABOSSIERE;5424;611
2492;501 MONTEE LABOSSIERE;1705;2371 LOTBINIERE;7633;489
1705;2371 LOTBINIERE;2492;501 MONTEE LABOSSIERE;7646;510
2492;501 MONTEE LABOSSIERE;1706;57 SERGE-GAGNE;23717;1235
1706;57 SERGE-GAGNE;2492;501 MONTEE LABOSSIERE;26215;1280
2492;501 MONTEE LABOSSIERE;1707;2440 LOTBINIERE;7801;505
1707;2440 LOTBINIERE;2492;501 MONTEE LABOSSIERE;7814;527
2492;501 MONTEE LABOSSIERE;1708;4853 RUE ANTOINE-LEMAIRE;44587;2033
1708;4853 RUE ANTOINE-LEMAIRE;2492;501 MONTEE LABOSSIERE;42167;1970
2492;501 MONTEE LABOSSIERE;1709;207 - 6E AVENUE;24783;1146
1709;207 - 6E AVENUE;2492;501 MONTEE LABOSSIERE;24538;1171
2492;501 MONTEE LABOSSIERE;1710;1072 ST-REGIS;51684;2185
1710;1072 ST-REGIS;2492;501 MONTEE LABOSSIERE;51529;2234
2492;501 MONTEE LABOSSIERE;1711;3101 DE LA GARE;3030;387
1711;3101 DE LA GARE;2492;501 MONTEE LABOSSIERE;3032;389
2492;501 MONTEE LABOSSIERE;1712;JEAN-LUC GUINOIS;45746;2172
1712;JEAN-LUC GUINOIS;2492;501 MONTEE LABOSSIERE;45319;2230
2492;501 MONTEE LABOSSIERE;1713;1091 RG DU BAS L ASSOMPTION SUD;79638;3338
1713;1091 RG DU BAS L ASSOMPTION SUD;2492;501 MONTEE LABOSSIERE;79068;3304
2492;501 MONTEE LABOSSIERE;1714;2220 BOUL MARIE-VICTORIN;62645;2897
1714;2220 BOUL MARIE-VICTORIN;2492;501 MONTEE LABOSSIERE;61436;2777
2492;501 MONTEE LABOSSIERE;1715;341 BOUL IVAN - PAVLOV;52667;2304
1715;341 BOUL IVAN - PAVLOV;2492;501 MONTEE LABOSSIERE;51209;2138
2492;501 MONTEE LABOSSIERE;1716;3413 BOUL RENE-LAENNEC;55068;2569
1716;3413 BOUL RENE-LAENNEC;2492;501 MONTEE LABOSSIERE;53717;2441
2492;501 MONTEE LABOSSIERE;1717;2120 CHARLES AUBERT;72893;2951
1717;2120 CHARLES AUBERT;2492;501 MONTEE LABOSSIERE;67028;2966
2492;501 MONTEE LABOSSIERE;1718;33 MAYFAIR;12593;786
1718;33 MAYFAIR;2492;501 MONTEE LABOSSIERE;12593;790
2492;501 MONTEE LABOSSIERE;1719;847-848 DES COLLIADES;3887;288
1719;847-848 DES COLLIADES;2492;501 MONTEE LABOSSIERE;3887;304
2492;501 MONTEE LABOSSIERE;1720;EN FACE DU 950 DES COLIADES;4070;327
1720;EN FACE DU 950 DES COLIADES;2492;501 MONTEE LABOSSIERE;4070;352
2492;501 MONTEE LABOSSIERE;1721;DES MONARQUES;4020;309
1721;DES MONARQUES;2492;501 MONTEE LABOSSIERE;4020;319
2492;501 MONTEE LABOSSIERE;1722;RUE GAUTHIER & RUE DE BORDEAUX;53598;2636
1722;RUE GAUTHIER & RUE DE BORDEAUX;2492;501 MONTEE LABOSSIERE;53067;2559
2492;501 MONTEE LABOSSIERE;1723;ROSEMONT & AVE DE LORIMIER;1338848;46284
1723;ROSEMONT & AVE DE LORIMIER;2492;501 MONTEE LABOSSIERE;1341266;46445
2492;501 MONTEE LABOSSIERE;1724;1340 CH. BORD DE L'EAU;48802;2249
1724;1340 CH. BORD DE L'EAU;2492;501 MONTEE LABOSSIERE;46106;2110
2492;501 MONTEE LABOSSIERE;1725;*WL* 300 SICARD;55225;2237
1725;*WL* 300 SICARD;2492;501 MONTEE LABOSSIERE;55123;2322
2492;501 MONTEE LABOSSIERE;1726;39 CITE DES JEUNES;6285;407
1726;39 CITE DES JEUNES;2492;501 MONTEE LABOSSIERE;7233;503
2492;501 MONTEE LABOSSIERE;1727;RUE ST-PATRICK& RUE CHARLEVOIX;42376;2307
1727;RUE ST-PATRICK& RUE CHARLEVOIX;2492;501 MONTEE LABOSSIERE;47092;2170
2492;501 MONTEE LABOSSIERE;1728;305 RUE DOUGLAS B FLOREANI;30820;1388
1728;305 RUE DOUGLAS B FLOREANI;2492;501 MONTEE LABOSSIERE;30367;1306
2492;501 MONTEE LABOSSIERE;1729;2560  MAUSAC;70309;3071
1729;2560  MAUSAC;2492;501 MONTEE LABOSSIERE;69171;2945
2492;501 MONTEE LABOSSIERE;1730;RUE FOREST & AVENUE HEBERT;4741395;157093
1730;RUE FOREST & AVENUE HEBERT;2492;501 MONTEE LABOSSIERE;4744246;156812
2492;501 MONTEE LABOSSIERE;1731;BOUL DE L'ACADIE & JEAN-TALON O;43615;1960
1731;BOUL DE L'ACADIE & JEAN-TALON O;2492;501 MONTEE LABOSSIERE;41905;1908
2492;501 MONTEE LABOSSIERE;1732;AVE HEBERT &  RUE FOREST;601054;21306
1732;AVE HEBERT &  RUE FOREST;2492;501 MONTEE LABOSSIERE;595176;21512
2492;501 MONTEE LABOSSIERE;1733;BOUL DE L'ACADIE &  JEAN-TALON O;43615;1960
1733;BOUL DE L'ACADIE &  JEAN-TALON O;2492;501 MONTEE LABOSSIERE;41905;1908
2492;501 MONTEE LABOSSIERE;1734;BOUL DE L'ACADIE & RUE JEAN-TALON O;43615;1960
1734;BOUL DE L'ACADIE & RUE JEAN-TALON O;2492;501 MONTEE LABOSSIERE;41905;1908
2492;501 MONTEE LABOSSIERE;1735;RUE LALONDE;38152;1802
1735;RUE LALONDE;2492;501 MONTEE LABOSSIERE;37995;1820
2492;501 MONTEE LABOSSIERE;1736;166 SPINGFIELD;59764;2923
1736;166 SPINGFIELD;2492;501 MONTEE LABOSSIERE;59803;2881
2492;501 MONTEE LABOSSIERE;1737;PIE-IX & 47 RUE;48662;2325
1737;PIE-IX & 47 RUE;2492;501 MONTEE LABOSSIERE;48017;2214
2492;501 MONTEE LABOSSIERE;1738;FACE AU 950 DES COLIADES;4070;327
1738;FACE AU 950 DES COLIADES;2492;501 MONTEE LABOSSIERE;4070;352
2492;501 MONTEE LABOSSIERE;1739;125 CH DE LA BEAUCE;32249;1377
1739;125 CH DE LA BEAUCE;2492;501 MONTEE LABOSSIERE;31999;1439
2492;501 MONTEE LABOSSIERE;1740;NAPOLEON & TURGEON;34214;1405
1740;NAPOLEON & TURGEON;2492;501 MONTEE LABOSSIERE;36230;1600
2492;501 MONTEE LABOSSIERE;1741;356 ST-REGIS;32959;1662
1741;356 ST-REGIS;2492;501 MONTEE LABOSSIERE;33232;1697
2492;501 MONTEE LABOSSIERE;1742;GUILLAUME HACHE;19707;1028
1742;GUILLAUME HACHE;2492;501 MONTEE LABOSSIERE;19085;1052
2492;501 MONTEE LABOSSIERE;1743;2145 RUE DES ROSES;84150;3548
1743;2145 RUE DES ROSES;2492;501 MONTEE LABOSSIERE;83986;3610
2492;501 MONTEE LABOSSIERE;1744;LORETTE THEORET ET DES PINS;61944;2816
1744;LORETTE THEORET ET DES PINS;2492;501 MONTEE LABOSSIERE;58091;2343
2492;501 MONTEE LABOSSIERE;1745;ONERAHTOKON DEER;42890;2222
1745;ONERAHTOKON DEER;2492;501 MONTEE LABOSSIERE;43378;2178
2492;501 MONTEE LABOSSIERE;1746;1212 - 32E AVENUE;33824;1994
1746;1212 - 32E AVENUE;2492;501 MONTEE LABOSSIERE;37729;1693
2492;501 MONTEE LABOSSIERE;1747;MARIE-MARTHE DAOUST & PERROT;18891;1547
1747;MARIE-MARTHE DAOUST & PERROT;2492;501 MONTEE LABOSSIERE;18921;1516
2492;501 MONTEE LABOSSIERE;1748;4700 RUE ST-AMBROISE;47719;2255
1748;4700 RUE ST-AMBROISE;2492;501 MONTEE LABOSSIERE;45506;2113
2492;501 MONTEE LABOSSIERE;1749;4700 BOUL ST-JEAN;27313;1508
1749;4700 BOUL ST-JEAN;2492;501 MONTEE LABOSSIERE;26652;1385
2492;501 MONTEE LABOSSIERE;1750;BOUL ST-JEAN;24270;1123
1750;BOUL ST-JEAN;2492;501 MONTEE LABOSSIERE;24549;1123
2492;501 MONTEE LABOSSIERE;1751;QUARTIER & DE LONDRES;2044874;69059
1751;QUARTIER & DE LONDRES;2492;501 MONTEE LABOSSIERE;2045198;69204
2492;501 MONTEE LABOSSIERE;1753;21 DELMONTE;21933;1097
1753;21 DELMONTE;2492;501 MONTEE LABOSSIERE;20138;1018
2492;501 MONTEE LABOSSIERE;1754;140 RUE PRINCIPALE;24899;1334
1754;140 RUE PRINCIPALE;2492;501 MONTEE LABOSSIERE;25128;1432
2492;501 MONTEE LABOSSIERE;1755;6156-6152-6148  ANGORA;67492;2832
1755;6156-6152-6148  ANGORA;2492;501 MONTEE LABOSSIERE;65235;2686
2492;501 MONTEE LABOSSIERE;1756;3950 SHERBROOKE EST;51193;2645
1756;3950 SHERBROOKE EST;2492;501 MONTEE LABOSSIERE;50717;2790
2492;501 MONTEE LABOSSIERE;1757;2530 STE MARIE;73669;3110
1757;2530 STE MARIE;2492;501 MONTEE LABOSSIERE;71995;3012
2492;501 MONTEE LABOSSIERE;1758;RUE ALBANY;37319;1703
1758;RUE ALBANY;2492;501 MONTEE LABOSSIERE;36925;1730
2492;501 MONTEE LABOSSIERE;1759;5288 RUE NANTEL;71130;2823
1759;5288 RUE NANTEL;2492;501 MONTEE LABOSSIERE;59947;2840
2492;501 MONTEE LABOSSIERE;1760;4 FAIRVIEW AVENUE;23986;1305
1760;4 FAIRVIEW AVENUE;2492;501 MONTEE LABOSSIERE;23232;1134
2492;501 MONTEE LABOSSIERE;1761;4 AVE FAIRVIEW;23986;1305
1761;4 AVE FAIRVIEW;2492;501 MONTEE LABOSSIERE;23232;1134
2492;501 MONTEE LABOSSIERE;1762;32 RICHARDSON;37233;2047
1762;32 RICHARDSON;2492;501 MONTEE LABOSSIERE;36897;1897
2492;501 MONTEE LABOSSIERE;1763;DE BORDEAUX & RUE RACHEL EST;2070727;71286
1763;DE BORDEAUX & RUE RACHEL EST;2492;501 MONTEE LABOSSIERE;2067125;71314
2492;501 MONTEE LABOSSIERE;1764;919 DES MONARQUES;4020;309
1764;919 DES MONARQUES;2492;501 MONTEE LABOSSIERE;4020;319
2492;501 MONTEE LABOSSIERE;1765;65 ET 75 RUE GUY-LAUZON;19203;919
1765;65 ET 75 RUE GUY-LAUZON;2492;501 MONTEE LABOSSIERE;19024;941
2492;501 MONTEE LABOSSIERE;1766;360 LOUISE MAJOR;28140;1893
1766;360 LOUISE MAJOR;2492;501 MONTEE LABOSSIERE;27635;1823
2492;501 MONTEE LABOSSIERE;1767;59 WINDSOR;44407;2064
1767;59 WINDSOR;2492;501 MONTEE LABOSSIERE;43960;2054
2492;501 MONTEE LABOSSIERE;1768;128 ASTORIA;24418;1475
1768;128 ASTORIA;2492;501 MONTEE LABOSSIERE;25149;1440
2492;501 MONTEE LABOSSIERE;1769;1000 RTE DE LOTBINIERE;12168;865
1769;1000 RTE DE LOTBINIERE;2492;501 MONTEE LABOSSIERE;12191;837
2492;501 MONTEE LABOSSIERE;1770;5445 CH CHAMBLY;77249;3168
1770;5445 CH CHAMBLY;2492;501 MONTEE LABOSSIERE;62697;3124
2492;501 MONTEE LABOSSIERE;1771;AUT .15;48967;2236
1771;AUT .15;2492;501 MONTEE LABOSSIERE;49794;2021
2492;501 MONTEE LABOSSIERE;1772;502 DENISE COLETTE;77634;3422
1772;502 DENISE COLETTE;2492;501 MONTEE LABOSSIERE;76005;3338
2492;501 MONTEE LABOSSIERE;1773;22 AVE ROBINSDALE;25344;1282
1773;22 AVE ROBINSDALE;2492;501 MONTEE LABOSSIERE;24403;1426
2492;501 MONTEE LABOSSIERE;1774;4689  RUE LALANDE;31187;1722
1774;4689  RUE LALANDE;2492;501 MONTEE LABOSSIERE;31312;1576
2492;501 MONTEE LABOSSIERE;1775;43 11E AVENUE;55258;2856
1775;43 11E AVENUE;2492;501 MONTEE LABOSSIERE;57639;2599
2492;501 MONTEE LABOSSIERE;1776;11011 BOUL MAURICE-DUPLESSIS;62005;2758
1776;11011 BOUL MAURICE-DUPLESSIS;2492;501 MONTEE LABOSSIERE;61319;2708
2492;501 MONTEE LABOSSIERE;1777;129 DAOUST;28059;1281
1777;129 DAOUST;2492;501 MONTEE LABOSSIERE;28213;1429
2492;501 MONTEE LABOSSIERE;1778;10888 COTE DE LIESSE;32712;1868
1778;10888 COTE DE LIESSE;2492;501 MONTEE LABOSSIERE;36975;1625
2492;501 MONTEE LABOSSIERE;1779;220 RUE PEEL;53800;2591
1779;220 RUE PEEL;2492;501 MONTEE LABOSSIERE;49752;2491
2492;501 MONTEE LABOSSIERE;1780;*RD*4855 AVE.PIERRE-DE COUBERTIN;52168;2807
1780;*RD*4855 AVE.PIERRE-DE COUBERTIN;2492;501 MONTEE LABOSSIERE;59624;2861
2492;501 MONTEE LABOSSIERE;1781;HENRI-BOURASSA & WILFRID REID;45708;2269
1781;HENRI-BOURASSA & WILFRID REID;2492;501 MONTEE LABOSSIERE;45110;2277
2492;501 MONTEE LABOSSIERE;1782;754 MAIN RD;1770915;65183
1782;754 MAIN RD;2492;501 MONTEE LABOSSIERE;1776714;65525
2492;501 MONTEE LABOSSIERE;1783;47 DE LERY;17506;936
1783;47 DE LERY;2492;501 MONTEE LABOSSIERE;17216;951
2492;501 MONTEE LABOSSIERE;1784;BOUL DU QUARTIER;67901;2671
1784;BOUL DU QUARTIER;2492;501 MONTEE LABOSSIERE;69080;2756
2492;501 MONTEE LABOSSIERE;1785;201 RUE DIANE;68061;3077
1785;201 RUE DIANE;2492;501 MONTEE LABOSSIERE;60207;3052
2492;501 MONTEE LABOSSIERE;1786;645  RUE DE L'AEROPORT;81883;3172
1786;645  RUE DE L'AEROPORT;2492;501 MONTEE LABOSSIERE;81040;3183
2492;501 MONTEE LABOSSIERE;1787;127-129 MASTAI-BRAULT;18774;994
1787;127-129 MASTAI-BRAULT;2492;501 MONTEE LABOSSIERE;18151;1004
2492;501 MONTEE LABOSSIERE;1788;605 RUE DESLAURIER;43571;2003
1788;605 RUE DESLAURIER;2492;501 MONTEE LABOSSIERE;41104;1821
2492;501 MONTEE LABOSSIERE;1789;3036-1A LACEYGREEN;22527;1162
1789;3036-1A LACEYGREEN;2492;501 MONTEE LABOSSIERE;21934;1090
2492;501 MONTEE LABOSSIERE;1790;*WL*420 AVENUE VIGER EST;50201;2206
1790;*WL*420 AVENUE VIGER EST;2492;501 MONTEE LABOSSIERE;49931;2158
2492;501 MONTEE LABOSSIERE;1791;1433 RUE DES TOURTERELLES / JOB 918;13504;842
1791;1433 RUE DES TOURTERELLES / JOB 918;2492;501 MONTEE LABOSSIERE;13658;852
2492;501 MONTEE LABOSSIERE;1792;SORTIE 60 GAETAN-LABERGE;48350;2103
1792;SORTIE 60 GAETAN-LABERGE;2492;501 MONTEE LABOSSIERE;48870;2395
2492;501 MONTEE LABOSSIERE;1793;16940  CORAIL;77697;3334
1793;16940  CORAIL;2492;501 MONTEE LABOSSIERE;74763;3204
2492;501 MONTEE LABOSSIERE;1794;264 JOHN RAYEN;82893;3405
1794;264 JOHN RAYEN;2492;501 MONTEE LABOSSIERE;80135;3302
2492;501 MONTEE LABOSSIERE;1795;310 WOODLAWN;56290;2472
1795;310 WOODLAWN;2492;501 MONTEE LABOSSIERE;54850;2406
2492;501 MONTEE LABOSSIERE;1796;9510 ST PATRICK;38377;2022
1796;9510 ST PATRICK;2492;501 MONTEE LABOSSIERE;38515;1975
2492;501 MONTEE LABOSSIERE;1797;COIN VALOIS ET ANDRE CHARTRAND;3959;357
1797;COIN VALOIS ET ANDRE CHARTRAND;2492;501 MONTEE LABOSSIERE;3982;352
2492;501 MONTEE LABOSSIERE;1798;RUE JARRY E & RUE MALOUIN;48198;2260
1798;RUE JARRY E & RUE MALOUIN;2492;501 MONTEE LABOSSIERE;47790;2191
2492;501 MONTEE LABOSSIERE;1799;BOUL PIE-IX & 55 EME RUE;48662;2325
1799;BOUL PIE-IX & 55 EME RUE;2492;501 MONTEE LABOSSIERE;48017;2214
2492;501 MONTEE LABOSSIERE;1800;725 PROVENCHER;55404;2379
1800;725 PROVENCHER;2492;501 MONTEE LABOSSIERE;57411;2578
2492;501 MONTEE LABOSSIERE;1801;950 RUE MARTIN;77587;3227
1801;950 RUE MARTIN;2492;501 MONTEE LABOSSIERE;63035;3189
2492;501 MONTEE LABOSSIERE;1802;1280 BARROT;74508;3222
1802;1280 BARROT;2492;501 MONTEE LABOSSIERE;72830;3060
2492;501 MONTEE LABOSSIERE;1803;150 CHEMIN GRANDE-COTE;53694;2161
1803;150 CHEMIN GRANDE-COTE;2492;501 MONTEE LABOSSIERE;53008;2143
2492;501 MONTEE LABOSSIERE;1804;84E AVENUE;31363;1355
1804;84E AVENUE;2492;501 MONTEE LABOSSIERE;31047;1362
2492;501 MONTEE LABOSSIERE;1806;DES DIRIGEABLES & VAUQUELIN;84295;3321
1806;DES DIRIGEABLES & VAUQUELIN;2492;501 MONTEE LABOSSIERE;66186;3226
2492;501 MONTEE LABOSSIERE;1807;565 RANG ST-REGIS;50097;2063
1807;565 RANG ST-REGIS;2492;501 MONTEE LABOSSIERE;49943;2109
2492;501 MONTEE LABOSSIERE;1808;AVE DE LORMIER & ROSEMONT;46520;2304
1808;AVE DE LORMIER & ROSEMONT;2492;501 MONTEE LABOSSIERE;46182;2301
2492;501 MONTEE LABOSSIERE;1809;4120 RUE ONTARIO E;55245;2647
1809;4120 RUE ONTARIO E;2492;501 MONTEE LABOSSIERE;55070;2642
2492;501 MONTEE LABOSSIERE;1810;141 AV ELM;23393;1220
1810;141 AV ELM;2492;501 MONTEE LABOSSIERE;21780;1271
2492;501 MONTEE LABOSSIERE;1811;TARGO COMMUNICATIONS;51189;2487
1811;TARGO COMMUNICATIONS;2492;501 MONTEE LABOSSIERE;50939;2543
2492;501 MONTEE LABOSSIERE;1812;100 RUE HUOT;12420;1041
1812;100 RUE HUOT;2492;501 MONTEE LABOSSIERE;12455;1012
2492;501 MONTEE LABOSSIERE;1813;850 AVENUE MUNCK;49194;2124
1813;850 AVENUE MUNCK;2492;501 MONTEE LABOSSIERE;48816;2144
2492;501 MONTEE LABOSSIERE;1814;RUE WILLAIM & RUE DALHOUSIE;49182;2475
1814;RUE WILLAIM & RUE DALHOUSIE;2492;501 MONTEE LABOSSIERE;48396;2219
2492;501 MONTEE LABOSSIERE;1815;RUE ST-MAURICE;53241;2412
1815;RUE ST-MAURICE;2492;501 MONTEE LABOSSIERE;49082;2303
2492;501 MONTEE LABOSSIERE;1816;7440 AVENUE D OUTREMONT;42966;2066
1816;7440 AVENUE D OUTREMONT;2492;501 MONTEE LABOSSIERE;43034;2071
2492;501 MONTEE LABOSSIERE;1817;3150 CH DE L EGLISE;26580;1445
